jaws,"Let's keep this simple, this is the single finest motion picture of all time. Great direction, perfect script, wonderful cast and performances to die for. Has never been, and perhaps never will be bettered."
jaws,"Its JAWS !!! does it need a review ?  ignor the negative reviews ...they are just trolling and enjoy writting negative reviews. If some how this has passed you buy ( i guess thats possible if your 20 or under ) watch it now !!! put downIts JAWS !!! does it need a review ?  ignor the negative reviews ...they are just trolling and enjoy writting negative reviews. If some how this has passed you buy ( i guess thats possible if your 20 or under ) watch it now !!! put down whatever or whoever your doing and watch it !!...it was made in 1975 remember ....now go !! my score of 10 is incorrect as it will not let me score higher , one of the greatest movies there will ever be.… Expand"
jaws,I just saw this movie for this first time today and was surprisingly very pleased I don't like horror films but loved this movie I would put this more along the lines of a thriller there were a few jump scares now that we've got that out ofI just saw this movie for this first time today and was surprisingly very pleased I don't like horror films but loved this movie I would put this more along the lines of a thriller there were a few jump scares now that we've got that out of the way i thought that over all this was a very good movie the characters were very likeable and interesting and there was fair development in my opinion there wasn't really any point in this movie where I said to myself that I was bored or wanted it to hurry up the music in this movie besides the iconic jaws theme was very good as well which is to be expected from John Williams overall im gonna say dont be like me if you haven't seen jaws go out and buy a copy you can get one at Walmart for like 5 bucks even if you watch it once it'll be a good time trust me… Expand
jaws," I love this movie so much!! This is my favorite movie of all time . I may have been born 16 years after it came out, meaning I didn't get to see it when it was first in theaters, but I saw it on TV when I was 7 or 8, and it really I love this movie so much!! This is my favorite movie of all time . I may have been born 16 years after it came out, meaning I didn't get to see it when it was first in theaters, but I saw it on TV when I was 7 or 8, and it really scared me, but also inspired me to go into the film industry someday (you should remember my name!). I have seen this movie at least 100 times (yes I wrote that correctly) and some parts still scare me! Easily my favorite Spielberg movie!… Expand"
jaws, Prolly really awesome 30 years ago.
jaws," Loads of scares, blood, and the use of not showing the shark for most of the movie make this film the best shark-horror films."
jaws," I don't have a favorite singer, I don't have a favourite song, but I do have a favorite movie, and this is it! What makes this one the best? Allow me to explain. One brilliant acting performance in a movie is good to see. Two I don't have a favorite singer, I don't have a favourite song, but I do have a favorite movie, and this is it! What makes this one the best? Allow me to explain. One brilliant acting performance in a movie is good to see. Two brilliant acting performances in a movie is great to see. But three brilliant acting performances... There's a word for a movie like that. Jaws!… Expand"
jaws," The Godfather rises above crime movies, Rocky rises above sports movies, Seven Samurai rises above samurai movies, and Jaws rises above horror movies. This is one of those rare films that defies, and in turn, defines its own genre, and The Godfather rises above crime movies, Rocky rises above sports movies, Seven Samurai rises above samurai movies, and Jaws rises above horror movies. This is one of those rare films that defies, and in turn, defines its own genre, and effects everything in its medium. There are the movies made before Jaws, and the movies made after Jaws. It is not about high concept or high budget; it is about what can be accomplished in film. It sports one of the greatest soundtracks of all time and truly inspired cinematography. It exemplifies what minimalism is supposed to do in Horror by hiding its monster and only drawing it out in measured doses. Similarly, the drama is measured and counterweighed with humor, humility and intertwining plot threads like moviemakers can't even do anymore. Complaints about the acting or characters are absurd; several of these stars turn in the performances of their lives. It will leave you with feelings like few horror films can, because it truly rises above. Really, what other movie can earn such a ridiculous ending?… Expand"
jaws," Shaw and Dreyfuss in excellent form...many many memorable lines from Shaw, ""What are ya, some kinda half assed astronaut?""...They just don't make films like this anymore folks...Spielberg's greatest work in my opinion."
jaws,"A suspenseful and masterful look at one of the sea's greatest and most terrifying nightmares. Spielberg's classic is thrilling, but the elements away from shark are weak."
jaws,"This movie is incredible. Unbelievable. Fantastic. It is the very first movie to be considered a blockbuster, and I'm telling you now , this movie is a CLASSIC. It's not a great story line, but with superb acting, script, direction andThis movie is incredible. Unbelievable. Fantastic. It is the very first movie to be considered a blockbuster, and I'm telling you now , this movie is a CLASSIC. It's not a great story line, but with superb acting, script, direction and everything else- it has earned a special place in my heart and mind. I saw it when i was 6 by accident, and it is one of my all time favorite movies. For those who do not like this movie, you simply don't know a great, amazing movie when you see it. A++ One of the finest films ever made.… Expand"
jaws,"One of the greatest films ever made. Not just because it's 'Jaws' and it's a classic or just because of the brilliant Steven Spielberg, but because it incorporates elements of many genres to create a truly suspenseful and incredible movie.One of the greatest films ever made. Not just because it's 'Jaws' and it's a classic or just because of the brilliant Steven Spielberg, but because it incorporates elements of many genres to create a truly suspenseful and incredible movie. The fantastic characters, the amazing script, the clever shot choice composition, John Williams' iconic score and the sense of fear we all had about getting into the water again.… Expand"
jaws,"Superbly directed and designed, Steven Spielberg's ""Jaws"" seamlessly transcends genres with surprisingly well-developed characters, a subtly worthwhile story, and an unfathomably iconic and multifaceted score."
jaws,"Even when Spielberg is making an adrenaline-rushing film instead of ones about topics that are universally considered serious, he does it in his own style. Jaws is filled with close calls, gruesome deaths and general bloodshed, yet theEven when Spielberg is making an adrenaline-rushing film instead of ones about topics that are universally considered serious, he does it in his own style. Jaws is filled with close calls, gruesome deaths and general bloodshed, yet the build-up is everything. He makes us wait for the shark, and only shows us bits of its work to whet our appetite. But just when you think you've seen it all, he shows his hand. The shark is truly a force of nature. Hideous, scary, deadly. A suspected shark kill is dismissed as a boating accident. The Mayor, having the city's best interests at heart, persuades the chief of police, Brody, to keep the beaches open for tourists. He reasons that this is their main source of income and they should not endanger that by scaring away the tourists. Even after another death, the townspeople are still adamant in keeping the beaches open. Their livelihood is attached to the sea. The mayor is a delusional man who thinks if he ignores the problem long enough, it will go away on its own. This precipitates in a lot of trouble. The shark's presence is only hinted at for the first hour, in a classic whodunit style. But when it finally arrives on camera, it is overwhelmingly cringing to see it do what it does live. A seasoned seaman offers to catch the fish for a price. The minute all illusion flies about the cause of the deaths, a bounty goes up which brings inexperienced seafarers into the fray to claim the prize. They think of it as a sport. Someone catches a shark and everyone thinks this is the one that made the kills. The third main character, Hooper, wants to be sure and advises on cutting open the belly and investigating the items within. When things get way out of control, the mayor relents and agrees to hire Quint to kill the shark. He is accompanied by Brody and Hooper on this voyage, which takes up most of the second half of the film. The three men lure and assault and do everything they can to kill it. This endeavour makes up for plenty of scares and surprises. Brody is an outsider. We can see his confusion and helplessness as it slowly dawns upon him the enormity of the task that falls on his shoulders. He does his best to convince everyone to do the sane thing, but runs into a wall every time he tries to close the beaches. Hooper is a college boy with a fancy degree. He is Brody's only support for a long time. For some reason he decides to stick around and help out the chief, probably because he has seen how the rest are taking the issue. Quint is the tough guy with a mysterious past. He's the most experienced in the field of fishing. But he names a price the city has to come up with to catch the monster and remove the taint from the island's reputation, so the tourists continue to pour in and keep the economy flourishing. Spielberg doesn't shy from depicting barbarity. The deaths shown are disturbing and bloody, none more than the last one. But where he differs from the typical gory movies is how he handles characterization. We see these people as real men and not archetype characters in service of the story. Spielberg knows the importance of this and that is why he dedicates the majority of the first hour in establishing two of the main characters, and using a portion of the second to develop the third. The score was riveting and foreboding. It established the mood fairly well yet was quiet and unobtrusive. The mechanical shark was very convincing. I went to research it immediately after I finished watching because I was sure they used a real shark. They only included real sharks in scenes where it was just minding its own business and just swimming about. The film never drags for a second. The first half is a set up but has its own scares and special moments involving the animal and the characters. The second half stole the show and completely transformed the movie. We follow only three characters after the mid point. The characterization was fun and felt genuine. Quint shone out especially in one memorable monologue. Spielberg has demonstrated how a summer blockbuster aiming for big bucks should be made. By merging scares and thrills with absorbing characters and narrative, he started a trend which has since been followed every summer after the year the film came out in.… Expand"
jaws,"As gripping and intense as the no. 1 book, as soon as you see the poster you know it'll be outstandingly directed, with a perfect cast to go along, for this'll your gonna need a bigger tele."
jaws,"In comparison with modern horror-free, idiotic and laughable movies about killer sharks, we gradually pay more and more tribute to Steven Spielberg's original Jaws as a classic horror cult that successfully rose beyond mediocre plotting andIn comparison with modern horror-free, idiotic and laughable movies about killer sharks, we gradually pay more and more tribute to Steven Spielberg's original Jaws as a classic horror cult that successfully rose beyond mediocre plotting and storytelling in spite of somewhat umimpressive visual effects as regards to presence.… Expand"
jaws,jaws is like a  a best movie of all time .  when i was little i watch jaws millions of time  not once did it get old it is one of the greatest films i seen all day
jaws,One of the greatest films of all time and Spielberg's best movie. some people will bring it down because its old and not as scary as todays thrillers but that wont change my mind or the fact that its a classic.
jaws,"""Jaws"" is absolutely a classic summer blockbuster that understands the essence of tension, fear and climax. A utterly nightmare directed by Steven Spielberg (well chosen) and a thrilling 70's movie."
jaws,"Jaws was a very difficult movie to make.  The shark kept falling apart, the cast almost drowned when one the boats began to sink, and the crew were always seasick!  Thankfully Spielberg made the brilliant decision to shoot the shark fromJaws was a very difficult movie to make.  The shark kept falling apart, the cast almost drowned when one the boats began to sink, and the crew were always seasick!  Thankfully Spielberg made the brilliant decision to shoot the shark from underwater and used music to warn us when it was coming.… Expand"
jaws,"Steven Spielberg took all of those film school lessons and his experience directing TV to good use in New England, crafting one of the finest films of his career. John Williams stepped up to the plate and the two began a collaboration thatSteven Spielberg took all of those film school lessons and his experience directing TV to good use in New England, crafting one of the finest films of his career. John Williams stepped up to the plate and the two began a collaboration that lasted over four decades. Look for any film directed by Spielberg with a score by John Williams and you'll be in for a treat.… Expand"
jaws,"
            This review contains spoilers, click expand to view.
        
Very interesting little movie. Kind of old, but nothing wrong with that. You will roll your eyes at how fake the shark looks and REALLY roll your eyes at the dumb way Jaws is killed at the end--but the characters and the dialogue are fantastic (Love to prove that, wouldn't ya? Get your name into the National Geographic.) and it's a lot of fun (even has a damn good jump scare). I can see why it was a blockbuster back in the 70's. Tried watching the sequel too, but it really stinks. I would definitely recommend this one though.… Expand"
jaws,"The classic thriller never gets old, handled superbly well in the open waters by Spielberg and carried with charisma by its lead actors. 'Jaws' will never fail to entertain, and still stands as one of the greatest thrillers of all time."
jaws,"This is the movie that made me love movies. I started paying more attention to the technical aspects of filmmaking after having seen ""Jaws"", considering the fact that the film is full of incredible cgi-free special effects. The film should beThis is the movie that made me love movies. I started paying more attention to the technical aspects of filmmaking after having seen ""Jaws"", considering the fact that the film is full of incredible cgi-free special effects. The film should be appreciated by every moviegoer, even if they, personally, did n't necessarily like it very much. But, what's not to like? ""Jaws"" is an absolute classic! It has great acting, directing, special effects, writing, and so on. A definite 10!… Expand"
jaws,"The original summer blockbuster is one of the best movies of all time, hands down.  Almost every line is meant to provide context and exposition to the flawed but tremendous characters.  A classic in every sense."
jaws,"It's not often you see a scary movie that's set in the real world.  No zombies, no aliens, no devil inhabiting little girls, just a huge man eating shark.  40 years later I still think about that when I go to the beach.  That's a great movie.It's not often you see a scary movie that's set in the real world.  No zombies, no aliens, no devil inhabiting little girls, just a huge man eating shark.  40 years later I still think about that when I go to the beach.  That's a great movie.  I don't have a lot of DVDs but this one is in my collection.… Expand"
jaws,I love Jaws. It's one of everybody's favorite classics of all time. And I also love that theme tune as well and this is what happens when I play that theme tune over and over again and my mum heard it downstairs and she told me to turn itI love Jaws. It's one of everybody's favorite classics of all time. And I also love that theme tune as well and this is what happens when I play that theme tune over and over again and my mum heard it downstairs and she told me to turn it down because its loud for her. And I love the ending too. For example I love the part where Richard Dreyfuss in the cage surrounded by the shark and it tried to catch him and I love the part where the shark destroyed the boat and ate Robert Shaw and Roy Scheider killed the beast and that's all.… Expand
jaws,"Jaws is simply amazing. Spielberg does an incredible job of building suspense and terrifying the audience through several techniques. His use of close-ups, quick cuts, camera angles, and more all add to the horror. As well as John WilliamsJaws is simply amazing. Spielberg does an incredible job of building suspense and terrifying the audience through several techniques. His use of close-ups, quick cuts, camera angles, and more all add to the horror. As well as John Williams brilliant music of course. The plot has the audience caring about the people of Amity Island as well as feeling terrified throughout. Jaws is a classic everyone should watch, maybe when you're a little older though.… Expand"
jaws,"*DUN DUN DUN DUN* JAWS is the best move ever. No questions ever. It's by far the best damn movie I've ever seen. It's arguably one of the most influential movies ever, and a real masterpiece of modern cinema. Plus it's fun to watch all of*DUN DUN DUN DUN* JAWS is the best move ever. No questions ever. It's by far the best damn movie I've ever seen. It's arguably one of the most influential movies ever, and a real masterpiece of modern cinema. Plus it's fun to watch all of those people get eaten. You hear the dun dun dun dun music, and see Bruce's fin protruding out of the water, and you're like, ""Oh shi'ite, dude! **** going down son!"" And then the blood fills the water, everyone screams and shouts and lets the piss run out as they're running. And then you've got these three guys, Amity Island Chief of Police, Martin Brody (played by the late Roy Scheider), marine biologist, Matt Hooper (played by the outstanding Dr. Leo Marvin), and finally, hard ass fisherman and WWII vet, Quint (played by a badass). The three set out to save all the little people of Amity, and kill Bruce, the shark. No, his name isn't Jaws, dammit! Anyway, the story is awesome, and the characters are characters you can really connect with! I mean, honestly, who hasn't set out on the high seas to hunt a monster great white before? Plus the actors who portray them really do justice to the characters. And the music is suspenseful as a **** No doubt about that! Such a simple yet ominous soundtrack, one by the incredible John Williams. Anyway, so, the movie is thrilling, is a pioneer in the art of storytelling and character development, and set the standard for modern thrillers! It's no wonder Jaws has been considered one of the best ever! I mean, **** me man, I barely scratched the surface of how awesome this movie is. You'd really have to see it for yourself. So if you haven't watched, go watch it, and if you aren't convinced, go to hell. Because Bruce will be waiting for you there. Also, Saddam Hussein was here.*DUN DUN DUN DUN DUN DUN DUN DUN DUN DUN!*… Expand"
jaws,"Gran pelicula, maneja la tension de una manera sublime, ademas de introducir una de las composiciones mas epica de todos los tiempos y las muchas escenas iconicas."
jaws,"Everything works here. From the score to the acting to the amazing special effects, this will forever be my number one favorite movie of all time! If you have not seen it, I Recommend you pick this up and watch it yourself. You will never regret it."
jaws,Jaws is one of my favorite movies that truly deserves higher than a 10. That’s how damn good this movie is!
jaws, Best movie of all time!!!!!
jaws,Steven Spielberg is so excellent directing this summer flick from the early 70s.
jaws,I believe this was the very first Blockbuster.  The lines wrapped around the block and coining the name for big moneymaking movies.  Very scary but probably better in the theater.  You really need the large screen for the full scare impact.
jaws,"Jaws is a masterpiece of tension-building and pacing, and in addition to being one of the first true summer blockbusters (a film phenomenon that it practically wrote the book on), it is easily one of the most entertaining films of all time.Jaws is a masterpiece of tension-building and pacing, and in addition to being one of the first true summer blockbusters (a film phenomenon that it practically wrote the book on), it is easily one of the most entertaining films of all time. Steven Spielberg was still only a young movie maverick with a few modest features to his name, but even at this stage in his career he demonstrates such a grasp of effective film language and good storytelling, and showcases just how much influence a certain Master of Suspense had on his directorial style. Roy Schieder is incredibly likable as chief protagonist Brody, a city cop newly moved to an island town with his family, and there is some great tension and class-based conflict between Richard Dreyfuss's wisecracking hippie marine biologist Hooper and Robert Shaw's condescending salty seadog Quint. The trio play beautifully off of each other, and are all engaging and interesting characters who grow as the film's narrative progresses. The ""sinking of the Indianapolis"" scene is one of the very best on film - a brilliantly emotion-fuelled character moment that shifts without warning from macho banter as the characters compare scars to the confrontation of a horrifying ghost from Quint's past. This sequence makes for a refreshing change of pace from the rest of the film, and there are few scenes in modern blockbusters that compare in terms of bringing a real sense of humanity to proceedings - we are really allowed to get under the skin of the three men, making us question every one of our preconceptions about them. One of the great blessings of Jaws was, strangely enough, that the huge mechanical shark dubbed ""Bruce"" by the crew very seldom worked the way it was meant to. Spielberg would have reportedly shown the creature much more if he were able, but it is the fact that we only glimpse the monster for much of the film that makes it so terrifying. That, and the masterful combination of ""shark vision"" POV shots accompanied by John Williams' chilling and iconic theme music. Jaws may have established much of the modern blockbuster formula, but it is far superior to the vast majority of films of that ilk through near-flawless craftsmanship, infinitely quotable dialogue, great performances and a tense, exciting story that delivers at every turn. It works as a character-driven suspense thriller, as a monster movie and at its most basic level, as pure entertainment. It's not only one of Steven Spielberg's best films, but one of the best films of the 1970s, and is deservedly beloved by audiences. Sadly, summer blockbusters will never be this good ever again.… Expand"
jaws,"Simply amazing, a real thriller, one of the greatest movies of all time...This movie is worth all the buzz , it is fantastic. Excellent production , and a huge hipe"
jaws,"JAWS is the true definition of a great thriller.  Not so much the subsequent rip-offs it quote-unquote ""inspired"" (PIRANHA, NIGHTWING).  This is truly Spielberg's definitive work."
jaws,"One of Steven Spielberg's best films, and possibly the most revolutionary of them all, ""Jaws"" is the first blockbuster ever made. It is brilliantly executed and so effective as thriller that has been scaring the audience for decades."
jaws,Was not exactly the gold that many describe this film as. A bit of a slow plot line needing just a tad more of character development that may have improved the film drastically.
jaws,A movie that is a must see for everyone!! See it by all means! I have always and will always be in love with this movie!!!
jaws,"jaws is a great movie i could tell that Steven Spielberg worked hard to make this movie, it scared me out of the ocean!. This movie is a true classic and if you haven't seen it yet, then get up off of your lazy ass and buy or rent it!!"
jaws,"Por mas que pasen los aÃ±os, sigue siendo la mejor pelicula de terror-ficcion sobre animales asesinos."
jaws,"Jaws is the perfect movie, spielberg was at his peak with this movie. I watch this movie once a week and i hope they never try to remake this you can't improve on perfection."
jaws,This movie is the best of all time. Period. ........................................................................................................................
jaws,"Besides being a benchmark in the history of film, it has terrified many people into not going into the water. I'm not particularly sure if this film should be top, because I sooner or later realised that it wasn't that scary. This is probablyBesides being a benchmark in the history of film, it has terrified many people into not going into the water. I'm not particularly sure if this film should be top, because I sooner or later realised that it wasn't that scary. This is probably the fact that I'm getting much older now, but films like these are supposed to scare people and to me it just felt a little childish. I did love the effect of suspense because we didn't get to properly see the shark, but I don't think it affected me in the way it did with other people. I think it also skipped a chunk too, we saw how it hunted then it speedily flipped over to becoming the hunted. For all ages, but mostly perhaps for the younger ones especially.… Expand"
jaws,"This is the BEST horror/suspense film I have ever seen.  The build up is so intense and the confrontations are the most intense.  Steven Spielberg really delivers here and proved that he really has what it takes to be fresh and original andThis is the BEST horror/suspense film I have ever seen.  The build up is so intense and the confrontations are the most intense.  Steven Spielberg really delivers here and proved that he really has what it takes to be fresh and original and give the audience what they need to see.  This film is a classic and nails everything perfectly with its cast, direction, music and script.  A perfect classic film.… Expand"
jaws,"Who can resist the jaws of... well, Jaws! It gets on such a high level of realism and believability that some aren't able to swim at beaches for weeks after seeing it. It's just that good. It is one for the ages, and will be remembered for aWho can resist the jaws of... well, Jaws! It gets on such a high level of realism and believability that some aren't able to swim at beaches for weeks after seeing it. It's just that good. It is one for the ages, and will be remembered for a very, very long time, especially with Roy Schneider's great one-liners.… Expand"
jaws,"A timeless classic that compared to most shark movies these days, only betters by age. While, like Alien alot of the effects are aged and the thrills are somewhat corny, Jaws still holds up well"
jaws,"A partir de ahora cuando me pregunten por la mejor película de terror, seré claro y diré: ¡TIBURÓN! y es que esta obra maestra de Steven Spielberg (el cual lo digo aquí, no es ni mucho menos mi director preferido...) redefine el género deA partir de ahora cuando me pregunten por la mejor película de terror, seré claro y diré: ¡TIBURÓN! y es que esta obra maestra de Steven Spielberg (el cual lo digo aquí, no es ni mucho menos mi director preferido...) redefine el género de suspense y el de terror, seamos claros. La tensión que acumulas durante el film, los nervios, la incomodez de no saber que tipo de tiburón es (o si de verdad lo es) porque en ningún del principio de la película sale el animal. Este protagonismo lo adquiere la bso legendaria que como elemento narrativo funciona para saber que se acerca el tiburón. No hace falta decir que en cuanto a lo técnico es perfecta, pero a parte de eso el guión funciona a las mil maravillas, un guión de los 70' que no se corta en ningún momento ni en diálogo ni en construcción de personajes ni tramas. El personaje del pescador es sencillamente BRUTAL. Mi parte favorita es por el final de la película cuando van a cazar el tiburón, creo que esa parte de la película es de lo mejor que he visto. En definitiva, hay que ver esta película si o sí. Lo tiene todo, es divertida, buena y provoca mucha tensión. No creo que me bañe en unos días JAJA.… Expand"
jaws,This movie is 100% perfect all around in every aspect that could possibly be mentioned when speaking of a film plus some incredibly underrated performances from Richard Dreyfuss and Robert Shaw
jaws,"A incredibly great movie, no doubt.  Realistic graphics and a good soundtrack makes this movie even better.  The plot is a good plot, that's for sure!  Great adaption of the book...and did you know that my 12 year old brother wanted me toA incredibly great movie, no doubt.  Realistic graphics and a good soundtrack makes this movie even better.  The plot is a good plot, that's for sure!  Great adaption of the book...and did you know that my 12 year old brother wanted me to watch it with him?  That's how I came to watch this fantastic movie.… Expand"
jaws,"Until recently, my feelings about this movie were ambivalent. The first time I watched this movie was when I was still a child by that time I really enjoyed it. Although, I never considered it -not even then- as a horror movie but more as anUntil recently, my feelings about this movie were ambivalent. The first time I watched this movie was when I was still a child by that time I really enjoyed it. Although, I never considered it -not even then- as a horror movie but more as an action, thriller/adventure movie. Lately, I saw Jaws rated as one of the top 10 horror movies. I got confused for I didn't remember it as that good; thus,I decided to rent it to see if I discovered something new. Quite honestly, I ended up disappointed because this time I watched it from a much more mature, less sensationalistic, and more critical perspective. The result? I found it utterly boring! There were very few good moments and the actors' performances were ok, but they were never great. In fact, Jaws was fatalistic, totally unrealistic, and very slow . The first 30 minutes were truly tedious. There was not a story, just a shark moving around, and killing people out of nothing. Oh...! this too! Was the mayor so stupid to believe that hiding the presence of the shark from the press and public  would not affect tourism? Honestly? How ridiculously silly is that??? Even the greediest businessman would have actually done the opposite, for ignoring the danger would have meant his ruin and the ruin of the whole town if someone else got killed!!! But of course such idiotic behaviour can be seen only in bad movies, and we should not forget that Jaws was based in that nonsensical plot.Furthermore, the shark wasn't really horrifying or threatening but it looked pretty fake. Don't misunderstand me...that wouldn't matter much to me if the plot was logical and attractive -but it wasn't- or if the characters were interesting and well developed- but that was not the case either. Sadly, I never felt particularly connected to any of those characters...I never cared about their fate, because there was no depth there; they were almost caricatures of real people!. So, yeah, JAWS is a classic, and perhaps for many, it was a great movie. Personally, I believe its popularity is due to the fact that it was the first big 'horror' blockbuster; however, there are lots of thrillers/horror movies even older than this one that show much better plots, characters, photography, and are also much more original and interesting than this film (e.g The Birds).  Perhaps many of the reasons why people still find it so 'great' is because of the romanticism associated with the idea of the 'classic movies'. We tend to idealize them. Jaws is indeed a classic; nevertheless,  if you think JAWS is the BEST movie ever, then you need to watch more films or pick better ones!..and if you think real sharks behave like the one in JAWS, come to Australia and talk to us, see them yourself and talk to those who know (i.e Marine biologists). Sharks are certainly dangerous, but  they are not JAWS! Overall, Jaws, is mere fantasy...and if the movie was meant to be just that, then it wouldn't be as bad, but it was meant to be a thriller (or horror!); that is precisely why it is so disappointing and so poor! Jaws...an entertaining film? Perhaps... Good? NEVER!...Would I watch it again? No, I will not.… Expand"
jaws,"The film is still very fresh , looks good on screen. I really like the first half of the film , very suspenseful. However in the second half of the film , everything goes down the hill. It turns into a boredome with endless conversations andThe film is still very fresh , looks good on screen. I really like the first half of the film , very suspenseful. However in the second half of the film , everything goes down the hill. It turns into a boredome with endless conversations and repetitive  action scenes and also john Williams's iconic score is really good and tense but in the boat scenes the music turns into heroic and adventurous ( borderline Disney ) that tones down the film and loses its suspense.… Expand"
jaws," Dull and boring thoughts wonder through your head once the movie is finished, people might think its a classic, but its bad quality of such script, story, effects, designs, and time frame creation, this is a techinal bore that is so Dull and boring thoughts wonder through your head once the movie is finished, people might think its a classic, but its bad quality of such script, story, effects, designs, and time frame creation, this is a techinal bore that is so unintelligent and dull.… Expand"
jaws," Overrated and sucky, one crappy film, rather watch the grudge."
jaws," Filed: Jaws, the worst movie of all time, Spielberg's worst, what a waste of time."
jaws," Disturbing and stupid, it is one of those terrible horror films that just don't make the cut, and have a certain cliche and flaw along the way."
